x bias variance both optimum
0.1 27 2.004 29.004 0.672289156626506
0.107630522088353 25.2276119402985 2.00498730963596 27.2325992499345 0.672289156626506
0.115261044176707 23.6898954703833 2.0061250218208 25.6960204922041 0.672289156626506
0.12289156626506 22.343137254902 2.00742379942181 24.3505610543238 0.672289156626506
0.130522088353414 21.1538461538462 2.00889430530626 23.1627404591524 0.672289156626506
0.138152610441767 20.0959302325581 2.01054720234141 22.1064774348995 0.672289156626506
0.14578313253012 19.1487603305785 2.01239315339453 21.161153483973 0.672289156626506
0.153413654618474 18.2958115183246 2.01444282133291 20.3102543396575 0.672289156626506
0.161044176706827 17.5236907730673 2.01670686902381 19.5403976420911 0.672289156626506
0.168674698795181 16.8214285714286 2.01919595933451 18.8406245307631 0.672289156626506
0.176305220883534 16.1799544419134 2.02192075513227 18.2018751970457 0.672289156626506
0.183935742971888 15.5917030567686 2.02489191928437 17.6165949760529 0.672289156626506
0.191566265060241 15.0503144654088 2.02812011465808 17.0784345800669 0.672289156626506
0.199196787148594 14.5504032258065 2.03161600412067 16.5820192299271 0.672289156626506
0.206827309236948 14.0873786407767 2.03539025053942 16.1227688913161 0.672289156626506
0.214457831325301 13.6573033707865 2.0394535167816 15.6967568875681 0.672289156626506
0.222088353413655 13.2567811934901 2.04381646571447 15.3005976592045 0.672289156626506
0.229718875502008 12.8828671328671 2.04848976020532 14.9313568930725 0.672289156626506
0.237349397590361 12.5329949238579 2.05348406312141 14.5864789869793 0.672289156626506
0.244979919678715 12.2049180327869 2.05881003733001 14.2637280701169 0.672289156626506
0.252610441767068 11.8966613672496 2.0644783456984 13.961139712948 0.672289156626506
0.260240963855422 11.6064814814815 2.07049965109385 13.6769811325753 0.672289156626506
0.267871485943775 11.3328335832084 2.07688461638363 13.409718199592 0.672289156626506
0.275502008032129 11.0743440233236 2.08364390443502 13.1579879277586 0.672289156626506
0.283132530120482 10.8297872340426 2.09078817811528 12.9205754121578 0.672289156626506
0.290763052208835 10.5980662983425 2.09832810029168 12.6963943986342 0.672289156626506
0.298393574297189 10.3781965006729 2.10627433383151 12.4844708345045 0.672289156626506
0.306024096385542 10.1692913385827 2.11463754160203 12.2839288801847 0.672289156626506
0.313654618473896 9.97055057618438 2.12342838647051 12.0939789626549 0.672289156626506
0.321285140562249 9.78125 2.13265753130423 11.9139075313042 0.672289156626506
0.328915662650602 9.6007326007326 2.14233563897046 11.7430682397031 0.672289156626506
0.336546184738956 9.42840095465394 2.15247337233646 11.5808743269904 0.672289156626506
0.344176706827309 9.26371061843641 2.16308139426952 11.4267920127059 0.672289156626506
0.351807228915663 9.10616438356164 2.1741703676369 11.2803347511985 0.672289156626506
0.359437751004016 8.95530726256983 2.18575095530588 11.1410582178757 0.672289156626506
0.367068273092369 8.81072210065646 2.19783382014372 11.0085559208002 0.672289156626506
0.374698795180723 8.67202572347267 2.21042962501771 10.8824553484904 0.672289156626506
0.382329317269076 8.53886554621849 2.22354903279511 10.7624145790136 0.672289156626506
0.38995983935743 8.41091658084449 2.23720270634319 10.6481192871877 0.672289156626506
0.397590361445783 8.28787878787879 2.25140130852922 10.539280096408 0.672289156626506
0.405220883534137 8.16947472745292 2.26615550222049 10.4356302296734 0.672289156626506
0.41285140562249 8.05544747081712 2.28147595028426 10.3369234211014 0.672289156626506
0.420481927710843 7.94555873925501 2.2973733155878 10.2429320548428 0.672289156626506
0.428112449799197 7.83958724202627 2.31385826099838 10.1534455030246 0.672289156626506
0.43574297188755 7.73732718894009 2.33094144938328 10.0682686383234 0.672289156626506
0.443373493975904 7.63858695652174 2.34863354360977 9.98722050013151 0.672289156626506
0.451004016064257 7.54318788958148 2.36694520654512 9.9101330961266 0.672289156626506
0.45863453815261 7.45096322241681 2.3858871010566 9.83685032347342 0.672289156626506
0.466265060240964 7.36175710594315 2.40546989001149 9.76722699595464 0.672289156626506
0.473895582329317 7.27542372881356 2.42570423627705 9.70112796509061 0.672289156626506
0.481526104417671 7.19182652210175 2.44660080272057 9.63842732482232 0.672289156626506
0.489156626506024 7.11083743842365 2.4681702522093 9.57900769063295 0.672289156626506
0.496787148594378 7.03233629749394 2.49042324761053 9.52275954510447 0.672289156626506
0.504417670682731 6.9562101910828 2.51337045179152 9.46958064287432 0.672289156626506
0.512048192771084 6.88235294117647 2.53702252761955 9.41937546879602 0.672289156626506
0.519678714859438 6.81066460587326 2.56139013796189 9.37205474383515 0.672289156626506
0.527309236947791 6.74105102817974 2.58648394568581 9.32753497386555 0.672289156626506
0.534939759036145 6.67342342342342 2.61231461365858 9.28573803708201 0.672289156626506
0.542570281124498 6.60769800148039 2.63889280474748 9.24659080622787 0.672289156626506
0.550200803212851 6.54379562043796 2.66622918181978 9.21002480225773 0.672289156626506
0.557831325301205 6.48164146868251 2.69433440774274 9.17597587642525 0.672289156626506
0.565461847389558 6.42116477272727 2.72321914538365 9.14438391811092 0.672289156626506
0.573092369477912 6.36229852838122 2.75289405760977 9.11519258599099 0.672289156626506
